ID,Text,Label
770,Teri aukaat kya hai samjhta hai?,1
771,Keep it up buddy!,0
772,You're such a loser yaar.,1
773,"Always positive, love that!",0
774,Tu pagal ho gaya hai kya?,1
775,You're awesome!,0
776,Tumhara face dekhne layak nahi hai.,1
777,Thanks for your support yaar.,0
778,Tujhe sharam nahi aati?,1
779,You're awesome!,0
780,You're such a loser yaar.,1
781,You're one of the kindest souls I know.,0
782,Tum jaise logon se baat nahi karte.,1
783,Thanks for your support yaar.,0
784,"Bas kar nautanki, dimag kharab kar diya.",1
785,You're awesome!,0
786,Itna irritating koi kaise ho sakta hai?,1
787,"Always positive, love that!",0
788,"Bas kar nautanki, dimag kharab kar diya.",1
789,Kamaal kar diya bhai!,0
790,Idiot kahi ka!,1
791,You're awesome!,0
792,Tumhara face dekhne layak nahi hai.,1
793,"Always positive, love that!",0
794,Idiot kahi ka!,1
795,"Always positive, love that!",0
796,Bakwas band kar.,1
797,Bohot badiya presentation tha!,0
798,Tumhara face dekhne layak nahi hai.,1
799,"Always positive, love that!",0
800,Tu pagal ho gaya hai kya?,1
801,Tum bahut accha kaam karte ho.,0
802,"Bas kar nautanki, dimag kharab kar diya.",1
803,You're awesome!,0
804,Bakwas band kar.,1
805,Kamaal kar diya bhai!,0
806,Tum jaise logon se baat nahi karte.,1
807,Keep it up buddy!,0
808,Itna irritating koi kaise ho sakta hai?,1
809,Thanks for your support yaar.,0
810,Teri aukaat kya hai samjhta hai?,1
811,Kamaal kar diya bhai!,0
812,Tu pagal ho gaya hai kya?,1
813,You're one of the kindest souls I know.,0
814,Idiot kahi ka!,1
815,You're one of the kindest souls I know.,0
816,Itna irritating koi kaise ho sakta hai?,1
817,You're awesome!,0
818,Tujhe sharam nahi aati?,1
819,You're one of the kindest souls I know.,0
820,Idiot kahi ka!,1
821,"Always positive, love that!",0
822,Tujhe sharam nahi aati?,1
823,You're one of the kindest souls I know.,0
824,Bakwas band kar.,1
825,"Nice effort, proud of you.",0
826,Bakwas band kar.,1
827,"Nice effort, proud of you.",0
828,Tum jaise logon se baat nahi karte.,1
829,You're awesome!,0
830,Tujhe sharam nahi aati?,1
831,You're awesome!,0
832,Teri aukaat kya hai samjhta hai?,1
833,Keep it up buddy!,0
834,Bakwas band kar.,1
835,You're one of the kindest souls I know.,0
836,Bakwas band kar.,1
837,Kamaal kar diya bhai!,0
838,Tujhe sharam nahi aati?,1
839,"Always positive, love that!",0
840,You're such a loser yaar.,1
841,You're awesome!,0
842,Bakwas band kar.,1
843,You're one of the kindest souls I know.,0
844,Tum jaise logon se baat nahi karte.,1
845,You're one of the kindest souls I know.,0
846,You're such a loser yaar.,1
847,Thanks for your support yaar.,0
848,Tum jaise logon se baat nahi karte.,1
849,"Good job, well done!",0
850,Itna irritating koi kaise ho sakta hai?,1
851,You're awesome!,0
852,Teri aukaat kya hai samjhta hai?,1
853,"Always positive, love that!",0
854,Teri aukaat kya hai samjhta hai?,1
855,Kamaal kar diya bhai!,0
856,Teri aukaat kya hai samjhta hai?,1
857,Bohot badiya presentation tha!,0
858,Tujhe sharam nahi aati?,1
859,You're awesome!,0
860,"Bas kar nautanki, dimag kharab kar diya.",1
861,Tum bahut accha kaam karte ho.,0
862,"Bas kar nautanki, dimag kharab kar diya.",1
863,"Always positive, love that!",0
864,Tumhara face dekhne layak nahi hai.,1
865,Kamaal kar diya bhai!,0
866,Tu pagal ho gaya hai kya?,1
867,Kamaal kar diya bhai!,0
868,Bakwas band kar.,1
869,Bohot badiya presentation tha!,0
870,Tu pagal ho gaya hai kya?,1
871,Bohot badiya presentation tha!,0
872,"Bas kar nautanki, dimag kharab kar diya.",1
873,Kamaal kar diya bhai!,0
874,Tumhara face dekhne layak nahi hai.,1
875,Keep it up buddy!,0
876,Tumhara face dekhne layak nahi hai.,1
877,"Always positive, love that!",0
878,"Bas kar nautanki, dimag kharab kar diya.",1
879,Tum bahut accha kaam karte ho.,0
880,You're such a loser yaar.,1
881,You're awesome!,0
882,You're such a loser yaar.,1
883,"Nice effort, proud of you.",0
884,Bakwas band kar.,1
885,Keep it up buddy!,0
886,Itna irritating koi kaise ho sakta hai?,1
887,"Always positive, love that!",0
888,Tujhe sharam nahi aati?,1
889,Kamaal kar diya bhai!,0
890,Tujhe sharam nahi aati?,1
891,You're one of the kindest souls I know.,0
892,Teri aukaat kya hai samjhta hai?,1
893,Bohot badiya presentation tha!,0
894,Tujhe sharam nahi aati?,1
895,"Nice effort, proud of you.",0
896,"Bas kar nautanki, dimag kharab kar diya.",1
897,Keep it up buddy!,0
898,Teri aukaat kya hai samjhta hai?,1
899,Tum bahut accha kaam karte ho.,0
900,Bakwas band kar.,1
901,You're one of the kindest souls I know.,0
902,Teri aukaat kya hai samjhta hai?,1
903,Thanks for your support yaar.,0
904,Teri aukaat kya hai samjhta hai?,1
905,Kamaal kar diya bhai!,0
906,Itna irritating koi kaise ho sakta hai?,1
907,Kamaal kar diya bhai!,0
908,Tumhara face dekhne layak nahi hai.,1
909,"Nice effort, proud of you.",0
910,"Bas kar nautanki, dimag kharab kar diya.",1
911,You're one of the kindest souls I know.,0
912,Bakwas band kar.,1
913,"Good job, well done!",0
914,Itna irritating koi kaise ho sakta hai?,1
915,"Good job, well done!",0
916,Idiot kahi ka!,1
917,Tum bahut accha kaam karte ho.,0
918,Bakwas band kar.,1
919,Keep it up buddy!,0
920,"Bas kar nautanki, dimag kharab kar diya.",1
921,"Good job, well done!",0
922,You're such a loser yaar.,1
923,Tum bahut accha kaam karte ho.,0
924,Itna irritating koi kaise ho sakta hai?,1
925,Kamaal kar diya bhai!,0
926,Itna irritating koi kaise ho sakta hai?,1
927,Thanks for your support yaar.,0
928,"Bas kar nautanki, dimag kharab kar diya.",1
929,Bohot badiya presentation tha!,0
930,"Bas kar nautanki, dimag kharab kar diya.",1
931,"Always positive, love that!",0
932,Tu pagal ho gaya hai kya?,1
933,Thanks for your support yaar.,0
934,Bakwas band kar.,1
935,Bohot badiya presentation tha!,0
936,You're such a loser yaar.,1
937,Keep it up buddy!,0
938,Bakwas band kar.,1
939,You're one of the kindest souls I know.,0
940,Tu pagal ho gaya hai kya?,1
941,Bohot badiya presentation tha!,0
942,Tujhe sharam nahi aati?,1
943,You're awesome!,0
944,Itna irritating koi kaise ho sakta hai?,1
945,"Nice effort, proud of you.",0
946,"Bas kar nautanki, dimag kharab kar diya.",1
947,Bohot badiya presentation tha!,0
948,Tujhe sharam nahi aati?,1
949,"Nice effort, proud of you.",0
950,Tu pagal ho gaya hai kya?,1
951,"Nice effort, proud of you.",0
952,Bakwas band kar.,1
953,You're one of the kindest souls I know.,0
954,Idiot kahi ka!,1
955,You're awesome!,0
956,Tum jaise logon se baat nahi karte.,1
957,Tum bahut accha kaam karte ho.,0
958,Tumhara face dekhne layak nahi hai.,1
959,Bohot badiya presentation tha!,0
960,Tu pagal ho gaya hai kya?,1
961,You're one of the kindest souls I know.,0
962,You're such a loser yaar.,1
963,Bohot badiya presentation tha!,0
964,Tumhara face dekhne layak nahi hai.,1
965,Tum bahut accha kaam karte ho.,0
966,Bakwas band kar.,1
967,Bohot badiya presentation tha!,0
968,Itna irritating koi kaise ho sakta hai?,1
969,Tum bahut accha kaam karte ho.,0
970,You're such a loser yaar.,1
971,Thanks for your support yaar.,0
972,Teri aukaat kya hai samjhta hai?,1
973,"Nice effort, proud of you.",0
974,Tumhara face dekhne layak nahi hai.,1
975,Keep it up buddy!,0
976,Bakwas band kar.,1
977,"Always positive, love that!",0
978,Tu pagal ho gaya hai kya?,1
979,Tum bahut accha kaam karte ho.,0
980,Bakwas band kar.,1
981,"Always positive, love that!",0
982,Teri aukaat kya hai samjhta hai?,1
983,"Good job, well done!",0
984,Tum jaise logon se baat nahi karte.,1
985,"Nice effort, proud of you.",0
986,Itna irritating koi kaise ho sakta hai?,1
987,"Nice effort, proud of you.",0
988,Itna irritating koi kaise ho sakta hai?,1
989,Thanks for your support yaar.,0
990,Bakwas band kar.,1
991,Keep it up buddy!,0
992,Tujhe sharam nahi aati?,1
993,You're awesome!,0
994,Tujhe sharam nahi aati?,1
995,"Always positive, love that!",0
996,Bakwas band kar.,1
997,"Nice effort, proud of you.",0
998,Tum jaise logon se baat nahi karte.,1
999,"Nice effort, proud of you.",0
1000,Tumhara face dekhne layak nahi hai.,1
1001,"Always positive, love that!",0
1002,Tumhara face dekhne layak nahi hai.,1
1003,Bohot badiya presentation tha!,0
1004,Tu pagal ho gaya hai kya?,1
1005,You're one of the kindest souls I know.,0
1006,You're such a loser yaar.,1
1007,Keep it up buddy!,0
1008,Tu pagal ho gaya hai kya?,1
1009,"Always positive, love that!",0
1010,Teri aukaat kya hai samjhta hai?,1
1011,Keep it up buddy!,0
1012,You're such a loser yaar.,1
1013,You're awesome!,0
1014,Tum jaise logon se baat nahi karte.,1
1015,Thanks for your support yaar.,0
1016,Tumhara face dekhne layak nahi hai.,1
1017,"Nice effort, proud of you.",0
1018,Tumhara face dekhne layak nahi hai.,1
1019,"Always positive, love that!",0
1020,Tujhe sharam nahi aati?,1
1021,Keep it up buddy!,0
1022,Tujhe sharam nahi aati?,1
1023,"Always positive, love that!",0
1024,Tujhe sharam nahi aati?,1
1025,"Always positive, love that!",0
1026,"Bas kar nautanki, dimag kharab kar diya.",1
1027,Bohot badiya presentation tha!,0
1028,"Bas kar nautanki, dimag kharab kar diya.",1
1029,Bohot badiya presentation tha!,0
1030,Tu pagal ho gaya hai kya?,1
1031,"Good job, well done!",0
1032,You're such a loser yaar.,1
1033,"Good job, well done!",0
1034,Teri aukaat kya hai samjhta hai?,1
1035,You're awesome!,0
1036,Teri aukaat kya hai samjhta hai?,1
1037,"Good job, well done!",0
1038,Tum jaise logon se baat nahi karte.,1
1039,"Always positive, love that!",0
1040,Bakwas band kar.,1
1041,You're one of the kindest souls I know.,0
1042,Tum jaise logon se baat nahi karte.,1
1043,Kamaal kar diya bhai!,0
1044,Tujhe sharam nahi aati?,1
1045,You're one of the kindest souls I know.,0
1046,Tumhara face dekhne layak nahi hai.,1
1047,Tum bahut accha kaam karte ho.,0
1048,Tu pagal ho gaya hai kya?,1
1049,You're awesome!,0
1050,Teri aukaat kya hai samjhta hai?,1
1051,Tum bahut accha kaam karte ho.,0
1052,Idiot kahi ka!,1
1053,Kamaal kar diya bhai!,0
1054,Idiot kahi ka!,1
1055,"Good job, well done!",0
1056,Bakwas band kar.,1
1057,Tum bahut accha kaam karte ho.,0
1058,"Bas kar nautanki, dimag kharab kar diya.",1
1059,"Nice effort, proud of you.",0
1060,You're such a loser yaar.,1
1061,You're awesome!,0
1062,Teri aukaat kya hai samjhta hai?,1
1063,You're one of the kindest souls I know.,0
1064,You're such a loser yaar.,1
1065,"Good job, well done!",0
1066,Tumhara face dekhne layak nahi hai.,1
1067,"Good job, well done!",0
1068,"Bas kar nautanki, dimag kharab kar diya.",1
1069,Bohot badiya presentation tha!,0
1070,Tum jaise logon se baat nahi karte.,1
1071,Kamaal kar diya bhai!,0
1072,"Bas kar nautanki, dimag kharab kar diya.",1
1073,"Nice effort, proud of you.",0
1074,Tujhe sharam nahi aati?,1
1075,You're awesome!,0
1076,"Bas kar nautanki, dimag kharab kar diya.",1
1077,Kamaal kar diya bhai!,0
1078,Tujhe sharam nahi aati?,1
1079,Tum bahut accha kaam karte ho.,0
1080,You're such a loser yaar.,1
1081,Thanks for your support yaar.,0
1082,"Bas kar nautanki, dimag kharab kar diya.",1
1083,You're one of the kindest souls I know.,0
1084,Tu pagal ho gaya hai kya?,1
1085,"Good job, well done!",0
1086,Bakwas band kar.,1
1087,You're one of the kindest souls I know.,0
1088,Bakwas band kar.,1
1089,Kamaal kar diya bhai!,0
1090,"Bas kar nautanki, dimag kharab kar diya.",1
1091,Thanks for your support yaar.,0
1092,"Bas kar nautanki, dimag kharab kar diya.",1
1093,You're awesome!,0
1094,Tujhe sharam nahi aati?,1
1095,Kamaal kar diya bhai!,0
1096,"Bas kar nautanki, dimag kharab kar diya.",1
1097,Thanks for your support yaar.,0
1098,You're such a loser yaar.,1
1099,"Nice effort, proud of you.",0
1100,You're such a loser yaar.,1
1101,"Good job, well done!",0
1102,Tu pagal ho gaya hai kya?,1
1103,You're one of the kindest souls I know.,0
1104,Tujhe sharam nahi aati?,1
1105,"Always positive, love that!",0
1106,Teri aukaat kya hai samjhta hai?,1
1107,Tum bahut accha kaam karte ho.,0
1108,Tum jaise logon se baat nahi karte.,1
1109,You're one of the kindest souls I know.,0
1110,Tu pagal ho gaya hai kya?,1
1111,Keep it up buddy!,0
1112,Tum jaise logon se baat nahi karte.,1
1113,You're awesome!,0
1114,You're such a loser yaar.,1
1115,Bohot badiya presentation tha!,0
1116,Itna irritating koi kaise ho sakta hai?,1
1117,Kamaal kar diya bhai!,0
1118,Tu pagal ho gaya hai kya?,1
1119,"Nice effort, proud of you.",0
1120,Bakwas band kar.,1
1121,"Nice effort, proud of you.",0
1122,"Bas kar nautanki, dimag kharab kar diya.",1
1123,Thanks for your support yaar.,0
1124,Idiot kahi ka!,1
1125,Kamaal kar diya bhai!,0
1126,Tumhara face dekhne layak nahi hai.,1
1127,You're awesome!,0
1128,Teri aukaat kya hai samjhta hai?,1
1129,Thanks for your support yaar.,0
1130,"Bas kar nautanki, dimag kharab kar diya.",1
1131,"Always positive, love that!",0
1132,Tum jaise logon se baat nahi karte.,1
1133,"Always positive, love that!",0
1134,Tum jaise logon se baat nahi karte.,1
1135,Kamaal kar diya bhai!,0
1136,"Bas kar nautanki, dimag kharab kar diya.",1
1137,Thanks for your support yaar.,0
1138,Tujhe sharam nahi aati?,1
1139,Thanks for your support yaar.,0
1140,"Bas kar nautanki, dimag kharab kar diya.",1
1141,Tum bahut accha kaam karte ho.,0
1142,Tujhe sharam nahi aati?,1
1143,You're one of the kindest souls I know.,0
1144,Tujhe sharam nahi aati?,1
1145,You're awesome!,0
1146,You're such a loser yaar.,1
1147,Kamaal kar diya bhai!,0
1148,Itna irritating koi kaise ho sakta hai?,1
1149,"Always positive, love that!",0
1150,"Bas kar nautanki, dimag kharab kar diya.",1
1151,"Good job, well done!",0
1152,You're such a loser yaar.,1
1153,Kamaal kar diya bhai!,0
1154,Tumhara face dekhne layak nahi hai.,1
1155,"Good job, well done!",0
1156,"Bas kar nautanki, dimag kharab kar diya.",1
1157,Kamaal kar diya bhai!,0
1158,"Bas kar nautanki, dimag kharab kar diya.",1
1159,"Nice effort, proud of you.",0
1160,Itna irritating koi kaise ho sakta hai?,1
1161,Bohot badiya presentation tha!,0
1162,Bakwas band kar.,1
1163,"Good job, well done!",0
1164,"Bas kar nautanki, dimag kharab kar diya.",1
1165,"Nice effort, proud of you.",0
1166,Idiot kahi ka!,1
1167,Thanks for your support yaar.,0
1168,Itna irritating koi kaise ho sakta hai?,1
1169,"Nice effort, proud of you.",0
1170,Bakwas band kar.,1
1171,You're awesome!,0
1172,Tujhe sharam nahi aati?,1
1173,Kamaal kar diya bhai!,0
1174,Teri aukaat kya hai samjhta hai?,1
1175,Tum bahut accha kaam karte ho.,0
1176,You're such a loser yaar.,1
1177,"Always positive, love that!",0
1178,Itna irritating koi kaise ho sakta hai?,1
1179,Bohot badiya presentation tha!,0
1180,Tumhara face dekhne layak nahi hai.,1
1181,"Good job, well done!",0
1182,Itna irritating koi kaise ho sakta hai?,1
1183,"Always positive, love that!",0
1184,Itna irritating koi kaise ho sakta hai?,1
1185,You're one of the kindest souls I know.,0
1186,Tumhara face dekhne layak nahi hai.,1
1187,You're one of the kindest souls I know.,0
1188,Itna irritating koi kaise ho sakta hai?,1
1189,You're one of the kindest souls I know.,0
1190,Tum jaise logon se baat nahi karte.,1
1191,Kamaal kar diya bhai!,0
1192,Tujhe sharam nahi aati?,1
1193,Bohot badiya presentation tha!,0
1194,Teri aukaat kya hai samjhta hai?,1
1195,You're awesome!,0
1196,Tum jaise logon se baat nahi karte.,1
1197,Thanks for your support yaar.,0
1198,Tu pagal ho gaya hai kya?,1
1199,Kamaal kar diya bhai!,0
1200,Tu pagal ho gaya hai kya?,1
1201,"Nice effort, proud of you.",0
1202,Tumhara face dekhne layak nahi hai.,1
1203,Tum bahut accha kaam karte ho.,0
1204,Teri aukaat kya hai samjhta hai?,1
1205,"Nice effort, proud of you.",0
1206,Bakwas band kar.,1
1207,Thanks for your support yaar.,0
1208,Tu pagal ho gaya hai kya?,1
1209,You're awesome!,0
1210,Bakwas band kar.,1
1211,Keep it up buddy!,0
1212,Tu pagal ho gaya hai kya?,1
1213,"Nice effort, proud of you.",0
1214,Tujhe sharam nahi aati?,1
1215,Bohot badiya presentation tha!,0
1216,Bakwas band kar.,1
1217,Tum bahut accha kaam karte ho.,0
1218,Tum jaise logon se baat nahi karte.,1
1219,"Always positive, love that!",0
1220,Tu pagal ho gaya hai kya?,1
1221,"Always positive, love that!",0
1222,Bakwas band kar.,1
1223,You're one of the kindest souls I know.,0
1224,Idiot kahi ka!,1
1225,"Good job, well done!",0
1226,Tumhara face dekhne layak nahi hai.,1
1227,Kamaal kar diya bhai!,0
1228,Itna irritating koi kaise ho sakta hai?,1
1229,You're awesome!,0
1230,Idiot kahi ka!,1
1231,You're one of the kindest souls I know.,0
1232,Tumhara face dekhne layak nahi hai.,1
1233,You're awesome!,0
1234,Itna irritating koi kaise ho sakta hai?,1
1235,Keep it up buddy!,0
1236,Tujhe sharam nahi aati?,1
1237,"Always positive, love that!",0
1238,Tumhara face dekhne layak nahi hai.,1
1239,You're awesome!,0
1240,Bakwas band kar.,1
1241,You're one of the kindest souls I know.,0
1242,Tujhe sharam nahi aati?,1
1243,"Nice effort, proud of you.",0
1244,Teri aukaat kya hai samjhta hai?,1
1245,"Always positive, love that!",0
1246,"Bas kar nautanki, dimag kharab kar diya.",1
1247,You're awesome!,0
1248,Teri aukaat kya hai samjhta hai?,1
1249,You're awesome!,0
1250,Idiot kahi ka!,1
1251,"Good job, well done!",0
1252,Tu pagal ho gaya hai kya?,1
1253,Tum bahut accha kaam karte ho.,0
1254,You're such a loser yaar.,1
1255,You're one of the kindest souls I know.,0
1256,Idiot kahi ka!,1
1257,"Good job, well done!",0
1258,Tumhara face dekhne layak nahi hai.,1
1259,Thanks for your support yaar.,0
1260,Tu pagal ho gaya hai kya?,1
1261,Bohot badiya presentation tha!,0
1262,Bakwas band kar.,1
1263,You're one of the kindest souls I know.,0
1264,Tujhe sharam nahi aati?,1
1265,Tum bahut accha kaam karte ho.,0
1266,Tu pagal ho gaya hai kya?,1
1267,Tum bahut accha kaam karte ho.,0
1268,You're such a loser yaar.,1
1269,You're one of the kindest souls I know.,0
1270,"Bas kar nautanki, dimag kharab kar diya.",1
1271,Thanks for your support yaar.,0
1272,Itna irritating koi kaise ho sakta hai?,1
1273,Keep it up buddy!,0
1274,Tujhe sharam nahi aati?,1
1275,"Good job, well done!",0
1276,Tumhara face dekhne layak nahi hai.,1
1277,Keep it up buddy!,0
1278,"Bas kar nautanki, dimag kharab kar diya.",1
1279,"Nice effort, proud of you.",0
1280,Idiot kahi ka!,1
1281,"Always positive, love that!",0
1282,You're such a loser yaar.,1
1283,Kamaal kar diya bhai!,0
1284,Tu pagal ho gaya hai kya?,1
1285,You're awesome!,0
1286,Idiot kahi ka!,1
1287,Keep it up buddy!,0
1288,"Bas kar nautanki, dimag kharab kar diya.",1
1289,Bohot badiya presentation tha!,0
1290,Tum jaise logon se baat nahi karte.,1
1291,Bohot badiya presentation tha!,0
1292,Teri aukaat kya hai samjhta hai?,1
1293,You're one of the kindest souls I know.,0
1294,Teri aukaat kya hai samjhta hai?,1
1295,"Always positive, love that!",0
1296,Tujhe sharam nahi aati?,1
1297,Keep it up buddy!,0
1298,Idiot kahi ka!,1
1299,"Good job, well done!",0
1300,Itna irritating koi kaise ho sakta hai?,1
1301,"Always positive, love that!",0
1302,Tu pagal ho gaya hai kya?,1
1303,Kamaal kar diya bhai!,0
